ind_id	tissue	score	n_genes_with_expr	contrast	tissue_shuffled
C0040261	Lung	5.735360910754674	3	1.55638588390359	Brain - Cortex
C0005586	Brain - Cerebellum	3.342370989961886	778	0.5292357750919776	Adrenal Gland
C0021099	Cervix - Endocervix	4.828560374352189	7	1.2662197486481124	Brain - Amygdala
C0341503	Cells - Cultured fibroblasts	6.3320163723379865	3	2.5727908573084477	Esophagus - Muscularis
C0014121	Artery - Coronary	4.667262096570551	22	0.7937139030456426	Esophagus - Muscularis
C0085437	Lung	4.609991760885261	37	1.2848530179299087	Breast - Mammary Tissue
C0013369	Adipose - Visceral (Omentum)	3.6114347684491785	4	2.599472093722821	Brain - Nucleus accumbens (basal ganglia)
C0025295	Lung	5.091587714097411	30	2.2231882053733854	Skin - Not Sun Exposed (Suprapubic)
C0013371	Lung	4.412988920852636	55	0.989207222714783	Cervix - Endocervix
C0030528	Liver	4.804806349398723	4	1.819526780050022	Prostate
C0017205	Lung	4.629151357646456	46	1.4852940924026083	Vagina
C0220756	Lung	3.948341016170921	26	0.6050064200175189	Brain - Putamen (basal ganglia)
C0002994	Lung	5.716843467965347	9	1.967566138712296	Brain - Cerebellar Hemisphere
C0042963	Nerve - Tibial	2.891793380251532	45	0.4375188418095157	Uterus
C0027498	Thyroid	3.0065463474948992	17	0.5053477812583127	Kidney - Medulla
C0162565	Spleen	3.5096704014049953	36	0.8774443575478807	Brain - Hypothalamus
C0012734	Pituitary	6.056993089275357	5	4.163069249558203	Kidney - Cortex
C0027497	Small Intestine - Terminal Ileum	2.5292928119213256	35	0.7812808287668414	Esophagus - Gastroesophageal Junction
C0003962	Adipose - Visceral (Omentum)	3.9636107413899797	9	1.603879428385031	Stomach
C0020428	Adrenal Gland	4.013531710233845	27	1.5494536638767324	Brain - Frontal Cortex (BA9)
C0037036	Brain - Caudate (basal ganglia)	7.613620050641118	1	5.511138771501972	Whole Blood
C0019360	Adrenal Gland	4.088071725052325	23	1.0680336138197943	Thyroid
C1274323	Adrenal Gland	11.79126465521403	1	4.339584120394893	Brain - Caudate (basal ganglia)
C0007102	Lung	4.018423092325631	1478	0.6983209490342523	Brain - Anterior cingulate cortex (BA24)
C0031190	Lung	4.484024727270739	6	1.4012815244462575	Esophagus - Mucosa
C0020542	Lung	4.355676787855918	286	1.039687866867319	Adrenal Gland
C0003868	Liver	3.549828605933999	11	1.6223088538859858	Brain - Nucleus accumbens (basal ganglia)
C0740394	Liver	3.3867802255658317	49	1.1884617960877892	Cervix - Ectocervix
C0456107	Esophagus - Mucosa	5.047406452544038	3	1.7336895073996095	Vagina
C0014179	Cells - EBV-transformed lymphocytes	5.231657762772426	2	2.4626042386379607	Whole Blood
C1140680	Lung	3.941819584268847	1671	0.7072960677154483	Brain - Anterior cingulate cortex (BA24)
C0278488	Lung	4.121910921508267	289	0.8702369749109757	Stomach
C0015397	Lung	3.9733924437052486	115	0.8724754565169266	Artery - Coronary
C0027726	Lung	4.200063722189007	163	1.0864642130543487	Ovary
C0024141	Spleen	3.968312006183931	1147	0.9074677597803262	Skin - Sun Exposed (Lower leg)
C0036202	Lung	4.220279255418609	232	1.2621169928337497	Stomach
C0021390	Lung	3.820606889816012	721	0.9486368897808362	Brain - Cortex
C0036830	Liver	7.922436557982734	4	3.721906204891834	Stomach
C0001627	Adrenal Gland	4.546116809955057	58	1.8292955642325244	Bladder
C0014742	Cells - EBV-transformed lymphocytes	4.512629717955351	13	1.9093101028598412	Esophagus - Mucosa
C0037274	Skin - Sun Exposed (Lower leg)	3.791903832290141	440	0.9525158899966937	Colon - Sigmoid
C0010346	Lung	3.8078750180073504	760	0.8864372546855144	Brain - Putamen (basal ganglia)
C0405580	Adrenal Gland	5.8563929666034795	24	3.0281029267407824	Adipose - Visceral (Omentum)
C0011606	Skin - Sun Exposed (Lower leg)	4.658271954907687	14	2.8080048273668723	Pancreas
C0002875	Liver	3.612894973963274	57	1.2881928962436637	Brain - Spinal cord (cervical c-1)
C0030807	Lung	4.097077430400489	50	1.431128386992841	Liver
C0026948	Spleen	3.7875953404634903	120	1.1395576058506274	Cells - EBV-transformed lymphocytes
C0004364	Spleen	4.005715617460905	714	0.9702178639204324	Breast - Mammary Tissue
C0026769	Lung	3.814948731787832	971	0.8099448965210589	Spleen
C0242459	Pancreas	6.031802207390494	3	3.3951286055525007	Artery - Tibial
C0002880	Spleen	4.841115415903931	17	1.7850354409105758	Nerve - Tibial
C0151467	Adrenal Gland	5.024759087549912	5	3.1458742730153775	Ovary
C0041321	Lung	6.373046495804925	3	3.912483166667353	Breast - Mammary Tissue
C0036271	Whole Blood	12.200046464680463	1	3.2490656875619646	Brain - Hippocampus
C0001403	Pituitary	3.8868996719718645	48	1.0077409438403095	Adipose - Subcutaneous
C0003872	Lung	3.930703471230648	165	1.2375303129738473	Thyroid
C0035439	Lung	5.014856187699626	42	1.3606474398710358	Uterus
C1260899	Cells - EBV-transformed lymphocytes	5.928202756965026	45	1.3730728137026844	Brain - Frontal Cortex (BA9)
C0033860	Lung	3.7159014547813207	604	0.9113856100872635	Adipose - Visceral (Omentum)
C0005138	Lung	3.928615584365457	21	1.6868290650159663	Bladder
C0026857	Lung	3.900950481700958	130	1.2590865552346928	Artery - Aorta
C0040147	Lung	3.932470868223696	90	0.9689158636521644	Skin - Not Sun Exposed (Suprapubic)
C0678222	Lung	3.9421533417754095	3730	0.6349176880869081	Stomach
C0041466	Spleen	4.877579407505803	25	1.4728864808758084	Brain - Anterior cingulate cortex (BA24)
C0029878	Brain - Frontal Cortex (BA9)	5.581730853812433	1	2.2057783187646103	Ovary
C0036117	Lung	3.608379210497874	32	1.1363971680599612	Brain - Caudate (basal ganglia)
C0677607	Lung	3.811954828230191	94	0.9681739361153805	Brain - Substantia nigra
C0474368	Lung	4.403716303516484	2	1.9975383771083361	Heart - Left Ventricle
C0022104	Lung	3.3144630981521193	137	0.8130315796982086	Muscle - Skeletal
C0042345	Lung	3.9058956030485974	68	0.8738175517102427	Spleen
C0003864	Lung	4.138095847145806	492	1.118052816937816	Adrenal Gland
C0155877	Lung	3.576597422199321	184	1.0762902118040771	Brain - Cerebellar Hemisphere
C0155880	Testis	2.024433983497068	17	0.8289743249364683	Brain - Hypothalamus
C2267227	Nerve - Tibial	2.158114366056675	34	0.6102566467139163	Brain - Nucleus accumbens (basal ganglia)
C0520676	Lung	2.9385441152109886	7	0.9815786871273371	Whole Blood
C0001957	Brain - Frontal Cortex (BA9)	2.9370857401845893	18	1.1216325218728724	Pancreas
C0236663	Brain - Frontal Cortex (BA9)	3.1129091075556685	32	0.8871313331445001	Brain - Putamen (basal ganglia)
C0456103	Adipose - Visceral (Omentum)	3.7180744161018207	4	1.8357022363239774	Vagina
C1692886	Lung	3.097192368985638	6	2.1800893121059404	Colon - Transverse
C0033578	Lung	4.072802651493187	1488	0.7197258980018333	Esophagus - Gastroesophageal Junction
C0013395	Lung	3.8314552176485863	46	0.895473981390221	Cervix - Ectocervix
C0018834	Brain - Cerebellar Hemisphere	3.857155929906286	8	1.1569765468454603	Brain - Amygdala
C0221013	Spleen	3.9707922727583584	52	1.0744686784161415	Thyroid
C0221765	Brain - Hypothalamus	2.2575083998522465	33	0.6338946570458288	Adipose - Subcutaneous
C0040517	Lung	2.901971334548961	88	0.58900037871945	Brain - Caudate (basal ganglia)
C0524910	Lung	3.8564683728663556	391	0.9821975127864113	Brain - Cortex
C0038160	Lung	3.876611995374408	25	1.2972032062762513	Brain - Hypothalamus
C0014358	Lung	5.742076295246358	1	4.225474635550059	Brain - Amygdala
C0338437	Lung	4.859706591226703	11	0.9260511840340073	Adipose - Subcutaneous
C0152068	Cells - EBV-transformed lymphocytes	2.923324854644033	3	2.6061034313192155	Lung
C0024299	Spleen	4.017652998018673	1191	0.8084099430963914	Vagina
C0027819	Nerve - Tibial	3.857153728767453	1502	0.5689772663407733	Bladder
C0035335	Nerve - Tibial	3.8590410462292186	413	0.5408649330932995	Brain - Nucleus accumbens (basal ganglia)
C0022972	Cells - EBV-transformed lymphocytes	4.445484650505423	16	1.5265776944214022	Esophagus - Gastroesophageal Junction
C0021355	Brain - Frontal Cortex (BA9)	5.581730853812433	1	2.2057783187646103	Thyroid
C0600041	Liver	5.892546905676683	2	5.065437972760254	Minor Salivary Gland
C0010692	Lung	4.14581336255331	91	0.9802807317340783	Pancreas
C0033581	Prostate	3.9169633785683398	23	1.4263093138434728	Heart - Atrial Appendage
C0035412	Nerve - Tibial	4.046241675681007	331	0.6920562079176031	Cells - EBV-transformed lymphocytes
C0027708	Cervix - Endocervix	3.8757251906247236	291	0.6851577270779692	Brain - Cerebellar Hemisphere
C0006413	Cells - EBV-transformed lymphocytes	3.9728248417395093	176	0.9120114166887183	Small Intestine - Terminal Ileum
C0862889	Brain - Cerebellar Hemisphere	5.17579602896625	1	2.700724290519601	Prostate
C0024623	Lung	3.983575604964966	1661	0.7107135318709488	Adipose - Visceral (Omentum)
C0026896	Spleen	3.8344463380069675	152	1.2397578206795141	Muscle - Skeletal
C0040127	Brain - Frontal Cortex (BA9)	4.442333123329751	1	3.7281653738559997	Artery - Coronary
C0042900	Lung	4.018564460541601	177	0.8881775475192231	Nerve - Tibial
C0011644	Lung	4.713023100978095	157	1.1117508311520372	Skin - Not Sun Exposed (Suprapubic)
C0235063	Ovary	6.875866052206152	1	3.1121657201931647	Brain - Amygdala
C1135868	Lung	4.476971654979307	34	0.7277860111477525	Cervix - Ectocervix
C0585442	Lung	4.272836583199915	629	0.7607107402706439	Bladder
C0040997	Vagina	4.391404206848852	15	1.5311062802314201	Fallopian Tube
C0042571	Fallopian Tube	2.572400650124081	8	0.8126688049459654	Thyroid
C0524702	Liver	5.235028239852347	17	1.9571487530903298	Artery - Coronary
C0149871	Liver	4.269418408024236	100	1.2924281488378564	Cells - Cultured fibroblasts
C0023381	Cells - EBV-transformed lymphocytes	6.317143044304502	1	1.6388637306230551	Vagina
C0153594	Testis	3.7107351117417777	218	1.5299120384180274	Brain - Nucleus accumbens (basal ganglia)
C0036220	Lung	4.157358945874432	139	1.0691631867271032	Brain - Amygdala
C0007194	Heart - Atrial Appendage	4.943950296546834	170	1.3081450571134514	Colon - Transverse
C0018916	Adipose - Visceral (Omentum)	4.808918572611661	68	1.0528558803835786	Esophagus - Gastroesophageal Junction
C0019345	Adrenal Gland	7.108500274242633	2	2.0822117778469496	Liver
C0019342	Spleen	4.882675987319534	9	1.5384136221793145	Brain - Nucleus accumbens (basal ganglia)
C0276653	Lung	3.3245844504171975	25	1.0754357838810877	Uterus
C1142132	Brain - Cerebellum	4.256488823496767	3	0.9146697982350127	Esophagus - Mucosa
C0018802	Lung	3.945543176766664	571	0.6193261753248462	Brain - Hypothalamus
C0409959	Lung	4.034205512662632	89	1.0041909870254253	Uterus
C0038048	Lung	5.535756746705313	8	1.2725806601629701	Testis
C0002453	Pituitary	2.569245326782274	38	0.7325170761391799	Colon - Transverse
C0025218	Colon - Transverse	3.165622882061571	6	1.4492922640191437	Adipose - Visceral (Omentum)
C0008526	Liver	6.275033136132507	4	2.326212905336951	Heart - Left Ventricle
C0003950	Lung	4.549941076682513	4	1.6508665396627817	Esophagus - Muscularis
C0854211	Vagina	4.88407626501893	3	2.646187604643342	Brain - Anterior cingulate cortex (BA24)
C0033845	Nerve - Tibial	4.553111684748835	7	1.152254950662539	Kidney - Medulla
C0029001	Testis	2.9132611570671028	8	1.367346786529454	Skin - Sun Exposed (Lower leg)
C0038463	Cells - EBV-transformed lymphocytes	10.840439629372764	1	3.8782628304417974	Artery - Tibial
C0023472	Nerve - Tibial	5.995043826394498	3	1.2393367004140625	Nerve - Tibial
C0023474	Lung	3.9584758417072927	71	1.0258392367629723	Brain - Amygdala
C0005699	Lung	4.06114166448729	204	0.7326717055297154	Ovary
C0279543	Small Intestine - Terminal Ileum	3.270288408537985	22	0.6839488779133651	Cells - EBV-transformed lymphocytes
C0346421	Spleen	3.6971940098967413	35	0.9016401797987079	Adipose - Subcutaneous
C1960397	Lung	4.1252029411820645	51	0.9507584671040994	Vagina
C0392784	Cervix - Endocervix	4.260333627619279	26	1.0261800389367641	Brain - Anterior cingulate cortex (BA24)
C0206141	Lung	3.388013595221006	27	0.871202034481986	Heart - Left Ventricle
C0238198	Nerve - Tibial	3.971359662349118	288	0.6273917924059189	Brain - Caudate (basal ganglia)
C0039483	Lung	4.080068732384986	125	1.1477323205720937	Thyroid
C0038363	Lung	3.991340146954047	25	1.4941335611193916	Nerve - Tibial
C0022548	Lung	4.925336135560791	153	1.1263218361220715	Prostate
C0017563	Lung	4.333570658318242	77	1.3485650049366904	Cervix - Ectocervix
C0002171	Lung	4.088420306998469	57	1.28031239952508	Colon - Sigmoid
C0023646	Lung	4.2996373711279645	23	1.680823676363186	Kidney - Medulla
C0029077	Cells - EBV-transformed lymphocytes	5.901695479724814	10	3.327060607161767	Pituitary
C0392445	Nerve - Tibial	5.561445286778347	1	4.096355244048414	Skin - Sun Exposed (Lower leg)
C0948896	Testis	3.9512557775823423	10	2.0234501943407386	Adipose - Subcutaneous
C0271623	Pituitary	3.1961170028956	58	1.1290220402418414	Liver
C0010417	Testis	3.3048767408126762	61	1.0071022189500276	Artery - Tibial
C0022735	Pituitary	3.0701040817519507	75	0.8892647503123938	Brain - Hypothalamus
C0034012	Pituitary	2.789188768547436	29	0.9029875926849056	Skin - Not Sun Exposed (Suprapubic)
C0151721	Testis	3.4053794862260154	9	2.422224787907016	Brain - Frontal Cortex (BA9)
C0342527	Artery - Coronary	5.226414896124618	4	2.100986935731333	Prostate
C0020635	Pituitary	4.4181665403266255	30	2.3412359050684928	Colon - Sigmoid
C0022568	Lung	3.6785136606822335	33	1.23401288015884	Brain - Cortex
C0812413	Lung	3.832534053519004	196	0.7825173730286759	Brain - Spinal cord (cervical c-1)
C0040954	Spleen	2.6467549444700347	3	1.1626633980372858	Esophagus - Mucosa
C0568062	Nerve - Tibial	4.430373086205292	14	0.8261427641732748	Pancreas
C0002888	Stomach	4.001670359304713	11	1.1448624395191174	Heart - Left Ventricle
C0008677	Lung	3.4910994596648317	45	1.2958602980504779	Thyroid
C0009806	Small Intestine - Terminal Ileum	3.270218500906521	37	0.6705581307502584	Small Intestine - Terminal Ileum
C0001973	Nerve - Tibial	3.100767350440705	723	0.4707522252162253	Ovary
C0936223	Prostate	4.321643680700353	191	0.9422603089983626	Heart - Left Ventricle
C0034013	Pituitary	3.085173781908713	48	0.7880055513428097	Brain - Hypothalamus
C0002792	Lung	3.790431500069658	12	1.3946695380587428	Cells - EBV-transformed lymphocytes
C0013404	Lung	4.116839135407173	28	1.0938538910110447	Bladder
C0043144	Lung	2.967488759293399	69	0.9590210323079527	Breast - Mammary Tissue
C0041912	Minor Salivary Gland	3.045267664606796	15	0.7092078682084946	Thyroid
C0040425	Cells - Cultured fibroblasts	4.328980363708262	12	0.8826069155700327	Cells - EBV-transformed lymphocytes
C0002395	Nerve - Tibial	3.987120450258456	1408	0.5690281617464343	Bladder
C1134719	Lung	4.382656970586417	184	1.0125413369433018	Liver
C0011881	Lung	3.827007166105979	590	0.7570652777177176	Uterus
C0085631	Testis	2.7822560928185993	15	0.7302095173490608	Small Intestine - Terminal Ileum
C1278797	Spleen	3.9211655489432444	5	3.0098496240259425	Brain - Hippocampus
C0282488	Lung	3.192490941859354	38	0.994149942891287	Cervix - Endocervix
C0085096	Liver	3.6874445172183186	107	1.1824060541543964	Esophagus - Mucosa
C0031511	Lung	3.6030321938500682	223	0.4679240831924454	Brain - Frontal Cortex (BA9)
C0023487	Lung	4.278523108164874	390	0.857900115629413	Brain - Hippocampus
C0023465	Lung	4.684898138055687	67	1.0360335654081396	Brain - Cortex
C0023440	Lung	4.0735630736879305	177	0.847623111584197	Whole Blood
C0017605	Nerve - Tibial	4.2897723687777365	26	0.880143798466734	Ovary
C0149893	Artery - Aorta	6.36483014868057	4	2.7910422256993184	Skin - Sun Exposed (Lower leg)
C0546837	Vagina	3.7144505499040292	517	0.6927110893912478	Skin - Not Sun Exposed (Suprapubic)
C0030201	Lung	3.5360676404270928	38	0.7103718272279562	Uterus
C0020437	Lung	3.133956819106606	72	0.804812019066937	Artery - Tibial
C0013884	Spleen	4.588793936908859	19	1.7221910797403308	Spleen
C0013882	Lung	5.175637121970692	6	2.612790275145844	Artery - Aorta
C0038436	Lung	3.4883773588887625	72	0.6043264572627165	Colon - Sigmoid
C0009663	Cells - EBV-transformed lymphocytes	4.125841813758183	24	1.2456106571616896	Heart - Left Ventricle
C0043037	Cells - EBV-transformed lymphocytes	7.104858734501766	8	1.9274870971547156	Brain - Substantia nigra
C0700359	Uterus	4.742308716906896	6	0.9060977438966105	Brain - Amygdala
C0004352	Brain - Cerebellum	3.264354713717157	635	0.4979083580071011	Brain - Cerebellar Hemisphere
C0041228	Lung	4.629513630393469	27	1.1008301913035168	Skin - Not Sun Exposed (Suprapubic)
C0002736	Nerve - Tibial	3.749256503416269	715	0.5575852901735847	Brain - Putamen (basal ganglia)
C0010674	Lung	4.0654154274035825	382	0.9758054838663175	Brain - Nucleus accumbens (basal ganglia)
C0870082	Skin - Sun Exposed (Lower leg)	5.260213389317836	62	2.230222301805893	Testis
C0036651	Skin - Sun Exposed (Lower leg)	4.148486184419352	11	1.0982834283504075	Brain - Amygdala
C0346976	Vagina	3.734429624448819	26	1.0741964941594744	Testis
C0242855	Heart - Atrial Appendage	2.392352737707833	3	1.7374382124839889	Testis
C0243002	Artery - Tibial	4.9169871472718665	3	1.9133920664937851	Heart - Left Ventricle
C0003492	Heart - Atrial Appendage	3.200550760989802	6	1.8311906532197697	Brain - Anterior cingulate cortex (BA24)
C0039685	Artery - Coronary	3.767567644064801	53	0.9499295888430237	Brain - Anterior cingulate cortex (BA24)
C0014356	Lung	4.354190049742919	19	1.8434401682994914	Brain - Hypothalamus
C0149925	Lung	3.6685845016230765	565	0.6518596482778953	Heart - Atrial Appendage
C0276226	Spleen	3.8842010518828727	21	1.3447179878083113	Brain - Anterior cingulate cortex (BA24)
C0019348	Lung	4.13588927308598	468	0.7336695324326379	Cervix - Endocervix
C0231528	Muscle - Skeletal	4.053253269279341	23	1.1867928587256649	Bladder
C0007820	Lung	3.8175169668038946	66	1.0738807107454753	Esophagus - Muscularis
C0042373	Lung	4.403223934650512	364	1.108584209728229	Adipose - Visceral (Omentum)
C0016436	Cells - EBV-transformed lymphocytes	5.73414246287454	3	2.430438143666261	Muscle - Skeletal
C0016867	Liver	5.438018684869841	5	4.196433663080172	Adrenal Gland
C0035235	Lung	3.768719861259896	279	1.3903344363300616	Brain - Cerebellar Hemisphere
C0002351	Adipose - Subcutaneous	4.023176193435976	19	0.8620321806343765	Brain - Caudate (basal ganglia)
C0039614	Lung	3.3068204229153833	79	0.6489066838641011	Skin - Not Sun Exposed (Suprapubic)
C0036980	Adrenal Gland	5.870729323487159	3	1.6900967801489752	Adrenal Gland
C0085652	Spleen	4.832798222994331	13	2.2475940217034958	Cervix - Ectocervix
C0343467	Lung	3.307954443074874	7	1.4580587421630373	Heart - Atrial Appendage
C1562585	Lung	3.961433193079041	16	1.6838438117325385	Esophagus - Gastroesophageal Junction
C2931187	Lung	5.355810710564246	12	1.8588874859080349	Lung
C0860594	Skin - Sun Exposed (Lower leg)	3.992866073294043	11	1.163259900129153	Prostate
C0334579	Lung	4.871003444062561	123	0.8372053821961254	Cells - Cultured fibroblasts
C0002874	Lung	3.9800065742776636	129	1.1825633545078342	Skin - Not Sun Exposed (Suprapubic)
C0178416	Cervix - Endocervix	6.173620329163226	2	1.5409173785002226	Brain - Putamen (basal ganglia)
C0019202	Lung	3.975549434176844	40	0.6540551395986229	Whole Blood
C0010691	Small Intestine - Terminal Ileum	4.723805486847188	17	0.8211292648796231	Esophagus - Gastroesophageal Junction
C1527336	Spleen	3.9607871954865086	110	1.2984733688371937	Nerve - Tibial
C0038325	Lung	4.4436401395211895	41	1.4673812968720772	Spleen
C0004031	Lung	6.174166293616805	14	2.9244707472429874	Pituitary
C0002390	Spleen	5.054083293262946	28	1.734554369425008	Skin - Sun Exposed (Lower leg)
C0032533	Spleen	3.4303362685346452	33	1.4046443127916448	Esophagus - Mucosa
C0034069	Lung	4.578071601618488	318	1.3639157414957799	Adrenal Gland
C0238217	Spleen	2.9929238858152267	2	2.0642644526940748	Colon - Transverse
C0022876	Lung	3.7521077284443303	202	1.162472232609851	Brain - Caudate (basal ganglia)
C0020625	Brain - Hypothalamus	3.3073281135617663	6	2.425046375433819	Stomach
C0042165	Lung	5.2273967612318755	31	2.0204437280591176	Brain - Cortex
C0349649	Uterus	5.677629783610666	18	1.3643347865607378	Brain - Cortex
C0017574	Spleen	3.329968295817128	42	1.3532046770157204	Brain - Frontal Cortex (BA9)
C0021361	Lung	3.0467521099141583	71	0.8115087804902359	Kidney - Medulla
C0152499	Cells - EBV-transformed lymphocytes	0.8119748582482731	1	0.6711590568767151	Fallopian Tube
C0040921	Lung	4.7718790352624705	8	1.4158681717323716	Uterus
C0085166	Spleen	3.373206563240989	42	1.4219004675875633	Cells - EBV-transformed lymphocytes
C0017536	Cells - EBV-transformed lymphocytes	4.408672925355594	13	0.7609215057134682	Brain - Hypothalamus
C0023885	Cells - EBV-transformed lymphocytes	4.920000575544747	6	1.9961076213882332	Adrenal Gland
C0006105	Lung	4.510773907850303	6	1.831833770118862	Adipose - Subcutaneous
C0524662	Pituitary	2.699137257254643	34	0.8737785837409333	Breast - Mammary Tissue
C0042548	Skin - Not Sun Exposed (Suprapubic)	6.764354117651741	1	1.4076465932621582	Testis
C0475811	Skin - Sun Exposed (Lower leg)	5.890384721751466	4	5.3302444816956935	Esophagus - Mucosa
C0042024	Lung	5.497018071162646	12	1.7592871353591835	Stomach
C0035457	Lung	3.3331131978773607	34	1.0787963937787524	Artery - Tibial
C0021603	Testis	2.8620601854513983	19	0.6270418357119185	Artery - Tibial
C0348898	Lung	2.8317747149878496	2	2.3483627236200504	Skin - Sun Exposed (Lower leg)
C0553580	Nerve - Tibial	4.030110620895248	171	0.7743139294967256	Artery - Tibial
C0342907	Liver	5.768740191540983	2	5.502807612857739	Adrenal Gland
C1704231	Esophagus - Mucosa	5.239588996620574	10	1.5447077865616579	Cells - Cultured fibroblasts
C0276535	Adipose - Visceral (Omentum)	5.539959882637695	3	2.1289956430649766	Testis
C0022577	Lung	3.4975683731618545	10	1.2886987141939823	Minor Salivary Gland
C0206178	Lung	5.570093477663342	16	2.212312100693226	Artery - Tibial
C0002895	Lung	4.309593461042887	204	1.0697710811161563	Skin - Sun Exposed (Lower leg)
C0032064	Lung	4.31370958488085	39	0.9633804753408906	Skin - Sun Exposed (Lower leg)
C0031099	Lung	4.048173319570729	216	1.2261075517070013	Prostate
C0080274	Adipose - Subcutaneous	6.0325967945619885	1	2.6566977169977246	Stomach
C3203356	Liver	9.230330323587769	1	8.835349024519097	Brain - Cortex
C0009186	Thyroid	6.0425192773863845	5	1.1245040828334378	Vagina
C0019655	Cells - EBV-transformed lymphocytes	10.139346375357425	6	3.7492784841803912	Brain - Putamen (basal ganglia)
C0030409	Lung	3.6532661118991494	16	1.122291005183039	Prostate
C0001622	Pituitary	4.377348250892359	22	1.6360572167171274	Heart - Atrial Appendage
C0268108	Cells - EBV-transformed lymphocytes	5.301687190590828	2	3.183179872656193	Pituitary
C1868889	Small Intestine - Terminal Ileum	4.865468520525583	1	4.4700298631125035	Kidney - Cortex
C0497327	Lung	4.052770223650324	362	0.6830049679735875	Kidney - Medulla
C0343532	Cervix - Endocervix	4.5215566896090635	11	0.965250733947626	Kidney - Cortex
C0027927	Spleen	6.6951861304787785	3	2.9042196554162625	Pituitary
C0038395	Lung	4.289279944913681	41	1.3438068103197653	Nerve - Tibial
C0264515	Brain - Frontal Cortex (BA9)	5.581730853812433	1	2.2057783187646103	Brain - Amygdala
C0036285	Ovary	4.580835108150015	6	0.6961369364693435	Skin - Not Sun Exposed (Suprapubic)
C0025293	Whole Blood	7.743871720064162	1	4.878956958410881	Esophagus - Mucosa
C0025306	Liver	3.2414566099451183	13	1.2433439846640228	Brain - Putamen (basal ganglia)
C0017601	Nerve - Tibial	4.099799898833729	176	0.8607003284771477	Esophagus - Gastroesophageal Junction
C0271093	Kidney - Medulla	2.3258843060742658	1	1.9891303727018579	Vagina
C0029106	Liver	9.000411334863188	1	8.414165421921922	Small Intestine - Terminal Ileum
C0036323	Spleen	4.189608466651058	54	1.029591234025311	Skin - Sun Exposed (Lower leg)
C0034186	Lung	4.379013447641705	45	1.2694474282703556	Cervix - Endocervix
C0343378	Lung	5.957351813677859	14	2.001235844939941	Pituitary
C0005697	Liver	4.656125862795276	4	2.949623758878416	Breast - Mammary Tissue
C0004245	Uterus	4.36919854790223	21	0.965030633248769	Minor Salivary Gland
C0018790	Lung	4.168901265259098	129	0.7134697498573122	Kidney - Medulla
C0039621	Brain - Nucleus accumbens (basal ganglia)	4.350405307705977	1	3.198621813628262	Brain - Frontal Cortex (BA9)
C0029396	Artery - Aorta	5.669262608621642	7	1.516548056297638	Brain - Hippocampus
C0037769	Brain - Cerebellar Hemisphere	4.409971235834024	51	1.0577471817432325	Artery - Aorta
C0043352	Minor Salivary Gland	6.32764370510906	9	1.7366309744992048	Brain - Amygdala
C0040247	Spleen	2.3531739059830312	3	1.2176029069133847	Cervix - Ectocervix
C0024198	Lung	4.335147207902618	119	0.830414173279975	Colon - Sigmoid
C0034063	Lung	4.378571705880951	64	1.5710861337869297	Brain - Anterior cingulate cortex (BA24)
C0042510	Lung	3.0684458812893856	31	0.8816652341268938	Cells - EBV-transformed lymphocytes
C0020459	Lung	3.8883799602613602	239	0.807793046616351	Heart - Left Ventricle
C0021670	Pituitary	3.212311018914165	143	0.7168436941635634	Brain - Cortex
C0027773	Pancreas	3.240852983994363	19	0.8172415782005849	Brain - Spinal cord (cervical c-1)
C0270458	Brain - Frontal Cortex (BA9)	3.518130602603916	5	0.7798766706670799	Brain - Substantia nigra
C0028734	Whole Blood	8.264203304131303	1	3.0978803755796953	Esophagus - Gastroesophageal Junction
C0085159	Lung	3.530606838633655	31	0.6493423171107833	Brain - Substantia nigra
C0021775	Lung	3.778581574948067	16	1.2713416405509395	Nerve - Tibial
C0004030	Spleen	3.305439416716153	29	1.309836733023088	Brain - Putamen (basal ganglia)
C0023479	Nerve - Tibial	3.9915400857210335	42	0.8489610880251233	Cervix - Ectocervix
C0235480	Heart - Atrial Appendage	3.4233864064610042	25	1.3528415497596322	Breast - Mammary Tissue
C0028326	Nerve - Tibial	4.734412731422661	53	0.6746502331338835	Brain - Caudate (basal ganglia)
C2936781	Spleen	3.7588200812932078	9	1.6333323353486144	Minor Salivary Gland
C0032290	Lung	3.599399244182172	6	2.071916515121603	Brain - Cortex
C0014013	Cells - EBV-transformed lymphocytes	5.829825635298666	6	1.7253723565641739	Brain - Nucleus accumbens (basal ganglia)
C0151636	Heart - Atrial Appendage	3.765200639765962	4	1.1795861235227707	Pituitary
C0751967	Lung	4.387753363177362	73	1.021051970902442	Uterus
C0006118	Lung	4.011965086824669	615	0.6801578434759734	Lung
C0024591	Muscle - Skeletal	3.702442872647277	34	1.0108494405001047	Testis
C0019151	Brain - Frontal Cortex (BA9)	3.3088929331039516	25	0.8468522927648325	Small Intestine - Terminal Ileum
C0267176	Artery - Aorta	6.8418850856861955	1	4.033459286480991	Colon - Sigmoid
C0376358	Lung	3.9851882208219056	2542	0.6388299747892163	Pancreas
C0596170	Pituitary	6.36528659964848	1	5.2801492997252195	Brain - Putamen (basal ganglia)
C0024449	Cells - Cultured fibroblasts	5.286064571595801	12	1.4735428475813421	Cervix - Endocervix
C0006840	Lung	3.571301132538897	72	0.8991811026759509	Esophagus - Mucosa
